E vitaminininçatmamazlığı	недостаточность витамина e	med
Ebola virusu tərəfindən törədilən xəstəlik	болезнь, вызванная вирусом эбола	med
Echinococcus granulosus tərəfindən törədilən	инвазия, вызванная echinococcus granulosus, неуточненная	med
Echinococcus granulosus tərəfindən törədilən ağ ciyər invaziyası	инвазия легкого, вызванная echinococcus granulosus	med
Echinococcus granulosus tərəfindən törədilən digər	инвазия другой локализации и множественный эхинококкоз, вызванный echinococcus granulosus	med
Echinococcus granulosus tərəfindən törədilən qaraciyər invaziyası	инвазия печени, вызванная echinococcus granulosus	med
Echinococcus granulosus tərəfindən törədilən sümük invaziyası	инвазия кости, вызванная echinococcus granulosus	med
Echinococcus multilocularis tərəfindən törədilən	инвазия, вызванная echinococcus multilocularis, неуточненная	med
Echinococcus multilocularis tərəfindən törədilən digər	инвазия другой локализации и множественный эхинококкоз, вызыванные echinococcus multilocularis	med
Echinococcus multilocularis tərəfindən törədilən qaraciyər	инвазия печени, вызванная echinococcus multilocularis	med
Edip kompleksi	эдипов комплекс	psy
Edvards sindromü və Patau sindromu	синдром эдвардса и синдром патау	med
Ego-distonik seksual münasibət	эго-дистоническая сексуальная ориентация	psy
Ekspansiv və ya klassik forma	экспансивная или классическая форма	psy
Ekspressiv effekt	экспрессивный эффект	psy
Ekspressiv funksiya	экспрессивная функция	psy
Ekspressiv leksik fond	экспрессивный лексический фонд	psy
Ekspressiv leksik vahid	экспрессивная лексическая единица	psy
Ekspressiv leksika	экспрессивная лексика	psy
Ekspressiv məna	экспрессивное значение	psy
Ekspressiv nitq pozğunluğu	расстройство экспрессивной речи	psy
Ekspressiv nitq pozğunluğu	экспрессивное расстройство речи	psy
Ekspressiv çalar	экспрессивный оттенок	psy
Ekspressivlik	экспрессивность	psy
Ekstramedulyar plazmositoma	экстрамедуллярная плазмоцитома	med
Ekstranodal T/NK-hüceyrəli limfoma, nazal forma	экстранодальная t/nk-клеточная лимфома, назальный тип	med
Ekstrapiramid və digər hərəki pozğunluqlar	экстрапирамидные и двигательные нарушения при болезнях, классифицированных в других рубриках	med
Ekstrapiramid və hərəki pozğunluqlar	экстрапирамидные и двигательные нарушения	psy
Ektopik AKTH sindromu	эктопический актг-синдром	med
Ektropion	эктропион	psy
Ekzantematoz enterovirus qızdırması [Boston ekzanteması]	энтеровирусная экзантематозная лихорадка [бостонская экзантема]	med
Ekzoftalm	экзофтальм	psy
Ekzoftalmik vəziyyət	экзофтальмические состояния	psy
Ekzoftalmik vəziyyət	экзофтальмическое состояние	psy
Emalın kariyesi	кариес эмали	med
Emfizema	эмфизема	psy
Emosional cəhətdən cüst	эмоционально тупые	psy
Emosional konsept sahəsi	эмоциональное концептуальное поле	psy
Emosional kürəklik	эмоциональная тупость	psy
Emosional labillik	эмоциональная лабильность	psy
Emosional orientasiya	эмоциональная ориентация	psy
Emosional vəziyyətə aid olan simptomlar vəəlamətlər	симптомы и признаки, относящиеся к эмоциональному состоянию	med
Empatiya metodu	метод эмпатии	psy
Endogen (daxili) amilinçatmamazlığı nəticəsində yaranan	витамин-b12-дефицитная анемия вследствие дефицита внутреннего фактора	med
Endogen depressiya	эндогенная депрессия	psy
Endokardit, qapaq dəqiqləşdirilməyib	эндокардит, клапан не уточнен	med
Endokardın, qapaq dəqiqləşdirilmədən, revmatik xəstəlikləri	ревматические болезни эндокарда, клапан не уточнен	med
Endokrin pozğunluqlara görə ikincili hipertenziya	гипертензия вторичная по отношению к эндокринным нарушениям	med
Endokrin vəzilərin qeyri-müəyyən və ya naməlum xarakterli yenitörəməsi	новообразование неопределенного или неизвестного характера эндокринных желез	med
Endometrin (uşaqlığın selikli qişasının)	злокачественное новообразование эндометрия	med
Endometrin in situ karsinoması	карцинома in situ эндометрия	med
Endometrioz	эндометриоз	psy
Endomiokardial (eozinofil) xəstəlik (-yi)	эндомиокардиальная (эозинофильная) болезнь	med
Energetik resursların artıq miqdarda daxil olması	ожирение, обусловленное избыточным поступлением энергетических ресурсов	med
Enkoprez	энкопрез	psy
Enli bağın bədxassəli yenitörəməsi	злокачественное новообразование широкой связки матки	med
Enmiş xayanın bədxassəli yenitörəməsi	злокачественное новообразование опущенного яичка	med
Enoftalm	энофтальм	psy
Ensefalit, mielit və ensefalomielit	энцефалит, миелит и энцефаломиелит	med
Ensefalosele	энцефалоцеле	psy
Enterobioz	энтеробиоз	psy
Enteroptoz (bağırsaq sallanması)	энтероптоз	med
Enterovirus meningiti	энтеровирусный менингит	psy
Enterovirus mənşəli vezikulyar faringit	энтеровирусный везикулярный фарингит	med
Enteroviruslar	энтеровирусы	psy
Enteroviruslar - başqa rubrikalarda təsnif edilən xəstəliklərin	энтеровирусы как причина болезней, классифицированных в других рубриках	med
Entropion	энтропион	psy
Entropion və göz qapağının trixiazı	энтропион и трихиаз века	med
Enurez	энурез	psy
Enənçənbər bağırsağın bədxassəli yenitörəməsi	злокачественное новообразование нисходящей ободочной кишки	med
Enənçənbər bağırsağın xoşxassəli yenitörəməsi	доброкачественное новообразование нисходящей ободочной кишки	med
Epidemik başgicəllənmə	эпидемическое головокружение	med
Epidemik parotit	эпидемический паротит	psy
Epidemik qayıdan yatalaq	эпидемический возвратный тиф	med
Epifora	эпифора	psy
Epilepsiya	эпилепсия	psy
Epilepsiyanın digər formaları	другие уточненные формы эпилепсии	med
Epileptik status	эпилептический статус	psy
Epileptik status [petit mal] (kiçik tutmalar)	зпилептический статус petit mal (малых припадков)	med
Epileptik status grand mal (generalizə olunmuş)	эпилептический статус grand mal (судорожных припадков)	med
Epşteyn-Barr virusu tərəfindən törədilən irsi qüsur nəticəsində	иммунодефицит вследствие наследственного дефекта, вызванного вирусом эпштейна-барр	med
Eqo	эго	psy
Eqodistonik cinsi orientasiya	эгодистоническая половая ориентация	psy
Eqodistonik cinsi orientasiya	эгодистоническая сексуальная ориентация	psy
Eritematoz intertriqo (tərdən	эритематозная опрелость	med
Eritematoz pemfiqus	пузырчатка эритематозная	med
Eritematozçapıqlaşan torlu follikulit	фолликулит сетчатый рубцующий эритематозный	med
Eritroplakiya	эритроплакия	psy
Eritrositlərin anomaliyaları	аномалия эритроцитов	med
Erizipeloid	эризипелоид	med
Erizipeloidin digər formaları	другие формы эризипелоида	med
Erkən Alsheymer xəstəliyi	ранняя болезнь альцгеймера	med
Erkən beyincik ataksiyası	ранняя мозжечковая атаксия	med
Erkən gizli sifilis	ранний сифилис скрытый	med
Erkən sifilis	ранний сифилис	med
Erkən və ya gecikmiş olduğu dəqiqləşdirilmədən gizli sifilis	скрытый сифилис, неуточненный как ранний или поздний	med
Eroziv (osteo )artroz	эрозивный (остео)артроз	med
Erysipelothrix tərəfindən törədilən sepsis	сепсис, вызванный erysipelothrix	med
Escherichia coli tərəfindən törədilən digər bağırsaq	другие кишечные инфекции, вызванные escherichia coli	med
Escherichia coli tərəfindən törədilən enterohemorragik infeksiya	энтерогеморрагическая инфекция, вызванная escherichia coli	med
Escherichia coli tərəfindən törədilən enteroinvaziv infeksiya	энтероинвазивная инфекция, вызванная escherichia coli	med
Escherichia coli tərəfindən törədilən enteropatogen infeksiya	энтеропатогенная инфекция, вызванная escherichia coli	med
Escherichia coli tərəfindən törədilən enterotoksigen infeksiya	энтеротоксигенная инфекция, вызванная escherichia coli	med
Escherichia coli tərəfindən törədilən pnevmoniya	пневмония, вызванная escherichia coli	med
Esgibisionizm	эксгибиционизм	psy
Esgibisionizm	эсгибиционизм	psy
Essensial (birincili) hipertenziya	эссенциальная [первичная] гипертензия	med
Essensial (hemorragik) trombositemiya	эссенциальная (геморрагическая) тромбоцитемия	med
Essensial tremor	эссенциальный тремор	psy
Estetik emosiyalar	эстетические эмоции	psy
Estrogenlərin artıqlığı	избыток эстрогенов	psy
Evans sindromu	синдром эванса	psy
Exovirus tərəfindən törədilən kəskin bronxit	острый бронхит, вызванный эховирусом	med
Eyforik forma	эйфорическая форма	psy
Eyforiya	эйфория	psy
Eyni zamanda bir neçə narkotik maddənin və psixoaktiv maddənin qəbulu ilə bağlı psixi və	психические и поведенческие расстройства, вызванные одновременным употреблением нескольких наркотических средств и использованием других психоактивных веществ	med
Ezofagit olmadan qastroezofaqeal reflüks	гастроэзофагеальный рефлюкс без эзофагита	med
Ezofaqit	эзофагит	psy
Eşitmə [Yevstax] borusunun digər dəqiqləşdirilmiş xəstəlikləri	другие уточненные болезни слуховой [евстахиевой] трубы	med
Eşitmə [Yevstax] borusunun dəqiqləşdirilməmiş xəstəliyi	болезнь слуховой [евстахиевой] трубы неуточненная	med
Eşitmə [Yevstax] borusunun iltihabı	воспаление слуховой [евстахиевой] трубы	med
Eşitmə [Yevstax] borusunun tıxanması	закупорка слуховой [евстахиевой] трубы	med
Eşitmə börusunun (yevstax) digər xəstəlikləri	другие болезни слуховой [евстахиевой] трубы	med
Eşitmə börusunun (yevstax) tutulması və iltihabı	воспаление и закупорка слуховой [евстахиевой] трубы	med
Eşitmə sinirinin bədxassəli yenitörəməsi	злокачественное новообразование слухового нерва	med
Eşitmə sinirinin xəstəlikləri	болезни слухового нерва	med
Eşitmə sümüklərinin digər qazanılma defektləri	другие приобретенные дефекты слуховых косточек	med
Eşitmənin digər anomaliyaları	другие аномалии слухового восприятия	med
Eşitmənin digər dəqiqləşdirilmiş itirilmələri	другие уточненные потери слуха	med
Eşitmənin digər itirilmələri	другая потеря слуха	med
Eşitmənin dəqiqləşdirilməmiş itirilməsi	потеря слуха неуточненная	med
Eşitmənin dəqiqləşdirilməmiş konduktiv tipli itirilməsi	кондуктивная потеря слуха неуточненная	med
Eşitmənin dəqiqləşdirilməmiş neyrosensor tipli itirilməsi	нейросенсорная потеря слуха неуточненная	med
Eşitmənin konduktiv tipli ikitərəfli itirilməsi	кондуктивная потеря слуха двусторонняя	med
Eşitmənin konduktiv və neyrosensor itirilməsi	кондуктивная и нейросенсорная потеря слуха	med
Eşitmənin neyrosensor tipli iki tərəfli itirilməsi	нейросенсорная потеря слуха двусторонняя	med
Eşitmənin ototoksik itirilməsi	ототоксическая потеря слуха	med
Eşitmənin qəfil idiopatik itirilməsi	внезапная идиопатическая потеря слуха	med
Fallop borusunun bədxassəli	злокачественное новообразование фаллопиевой трубы	med
Fankoni anemiyası	анемия фанкони	psy
Fasiləli heterotropiya	перемежающаяся гетеротропия	med
Fassial ayaqaltı fibromatoz	подошвенный фасциальный фиброматоз	med
Fassial ovuc fibromatozu	ладонный фасциальный фиброматоз	psy
Fassial ovuc fibromatozu [Dyüpyuitren ]	ладонный фасциальный фиброматоз [дюпюитрена]	med
Fassiolopsidoz	фасциолопсидоз	med
Fassiolyoz	фасциолез	psy
Fater məməciyi ampulunun bədxassəli yenitörəməsi	злокачественное новообразование ампулы фатерова соска	psy
Fater məməciyi ampulunun bədxassəli yenitörəməsi	злокачественное новообразование ампулы фатерова сосочка	psy
Favizm	фавизм	psy
Felti sindromu	синдром фелти	psy
Fenilketonuriya	фенилкетонурия	psy
Ferment defisitli anemiya	анемия вследствие ферментной недостаточности	psy
Ferment pozğunluqları nəticəsində anemiya	анемия вследствие ферментных нарушений	med
Ferment pozğunluğu nəticəsində yaranan digər anemiyalar	другие анемии вследствие ферментных нарушений	med
Fermer (kənd təsərrüfatı işçisi) ağciyəri	легкое фермера [сельскохозяйственного работника]	med
Fetal hemoqlobinin irsi davamlılığı [FHİD]	наследственное персистирование фетального гемоглобина [нпфг]	med
Fetişistik transvestizm	фетишистский трансвестизм	psy
Fibroblastik pozğunluqlar	фибробластические нарушения	med
Fibromialgiya	фибромиалгия	psy
Fibroplastik pozğunluq	фибропластическое нарушение	psy
Fibrotoraks	фиброторакс	psy
Fibroz displaziya (bir sümüyün , seçici )	фиброзная дисплазия (избирательная, одной кости)	med
Filyariatoz	филяриатоз	psy
Filyariatozun digər formaları	другие виды филяриатоза	med
Fistula olmadan müşahidə edilən piotoraks	пиоторакс без фистулы	med
Fiziki qüvvə tətbiq etməklə basqın	нападение путем применения физической силы	med
Fişəng yaylım atəşi	залп фейерверка	med
Flebit və tromboflebit	флебит и тромбофлебит	med
Fleqmona	флегмона	psy
Fleşbek	флэшбэк	psy
Flukozidoz	фукозидоз	psy
Fobik həyəçanlı pozğunluq	фобические тревожные расстройства	med
Fol defisitli anemiya	фолиеводефицитная анемия	psy
Follikulyar kista	фолликулярная киста	psy
Follikulyar limfoma I mərhələ	фолликулярная лимфома i степени	med
Follikulyar limfoma II mərhələ	фолликулярная лимфома ii степени	med
Follikulyar limfoma III mərhələ, dəqiqləşdirilməmiş	фолликулярная лимфома iii степени неуточненная	med
Follikulyar limfoma IIIa mərhələsi	фолликулярная лимфома iiia степени	med
Follikulyar limfoma IIIb mərhələsi	фолликулярная лимфома iiib степени	med
Follikulyar limfomanın digər formaları	другие типы фолликулярной лимфомы	med
Fon retinopatiyaları və retinal damar dəyişiklikləri	фоновая ретинопатия и ретинальные сосудистые изменения	med
Fosfor mübadiləsinin pozğunluqları	нарушения обмена фосфора и фосфатаз	med
Fotokontakt dermatiti [berloque dermatitis]	фотоконтактный дерматит [berloque dermatitis]	med
Frambeziya hiperkeratozu	гиперкератоз при фрамбезии	psy
Frambeziya hiperkeratozu	фрамбезийный гиперкератоз	psy
Frambeziya qummaları və xoraları	гуммы и язвы при фрамбезии	psy
Frambeziya qummaları və xoraları	фрамбезийные гуммы и язвы	psy
Frambeziya zamanı sümük və oynaqların zədələnmələri	фрамбезийные поражения костей и суставов	med
Frambeziyanın digər təzahürləri	другие проявления фрамбезии	med
Freqoli sindromu	синдром фреголи	psy
Frigidlik	фригидность	psy
Fruktoza mübadiləsinin pozğunluqları	нарушения обмена фруктозы	med
Ftirioz	фтириоз	med
Fuks distrofiyası	дистрофия фукса	psy
Funksional antigen –1 limfositlərin qüsuru [LFA–1] D84.1	дефект функционального антигена-1 лимфоцитов [lfa-1]	med
Funksional dispepsiya	функциональная диспепсия	psy
Funksional müayinələrin aparılması zamanı aşkar edilən normadan kənaraçıxmalar	отклонения от нормы, выявленные при проведении функциональных исследований	med
Funksional mənşəliçənə-üz anomaliyaları	челюстно-лицевые аномалии функционального происхождения	med
Funksional oyun	функциональная игра	psy
Fəlakət keçirdikdən sonraşəxsiyyətin davamlı dəyişikliyi	стойкое изменение личности после переживания катастрофы	med
Fəqərə arteriyasından subaraxnoidal qansızma	субарахноидальное кровоизлияние из позвоночной артерии	med
Fəqərə arteriyasının tıxanması və stenozu	закупорка и стеноз позвоночной артерии	med
Fəqərəarası diskin digər dəqiqləşdirilmiş degenerasiyası	другая уточненная дегенерация межпозвоночного диска	med
Fəqərəarası diskin digər dəqiqləşdirilmiş yerdəyişməsi	другое уточненное смещение межпозвоночного диска	med
Fəqərəarası diskin digər dəqiqləşdirilmiş zədələnməsi	другое уточненное поражение межпозвоночного диска	med
Fəqərəarası diskin dəqiqləşdirilməmiş zədələnməsi	поражение межпозвоночного диска неуточненное	med
Fəqərəarası disklərin (piogen ) infeksiyası	инфекция межпозвоночных дисков (пиогенная)	med
Fəqərəarası dəliyin birləşdirici toxuma və disk stenozu	соединительнотканный и дисковый стеноз межпозвоночных отверстий	med
Fəqərəarası dəliyin sümük və burxulma stenozu	костный и подвывиховый стеноз межпозвонкового отверстия	psy
Fəqərəarası dəliyin sümük və burxulma stenozu	костный и подвывиховый стеноз межпозвоночных отверстий	psy
Fəqərələrin digər natamam adətiçıxıqları	другие привычные подвывихи позвонков	med
Fəqərələrin osteomieliti	остеомиелит позвонков	med
Fəza qavramının defisiti	дефицит пространственного восприятия	psy
G immunoqlobulinin [Ig G]çatmamazlığı	избирательный дефицит подклассов иммуноглобулина g [igg]	med
GM 2 qanqliozidoz	ганглиозидоз-gm2	med
Gec sifilis	поздний сифилис	med
Gecikmiş Alsheymer xəstəliyi	поздняя болезнь альцгеймера	med
Gecikmiş anadangəlmə neyrosifilis [yuvenil neyrosifilis]	поздний врожденный нейросифилис [ювенильный нейросифилис]	med
Gecikmiş anadangəlmə sifilitik ensefalit	поздний врожденный сифилитический энцефалит	psy
Gecikmiş anadangəlmə sifilitik göz patologiyası	позднее врожденное сифилитическое поражение глаз	med
Gecikmiş anadangəlmə sifilitik meningit	поздний врожденный сифилитический менингит	psy
Gecikmiş anadangəlmə sifilitik polineyropatiya	поздняя врожденная сифилитическая полинейропатия	psy
Gecikmiş beyincik ataksiyası	поздняя мозжечковая атаксия	med
Gecikmiş gizli sifilis	поздний сифилис скрытый	med
Gecikmiş sifilisin digər simptomları	другие симптомы позднего сифилиса	med
Gecə korluğu	ночная слепота	med
Generalizə olunmuş epilepsiyanın və epileptik sindromların	другие виды генерализованной эпилепсии и эпилептических синдромов	med
Generalizə olunmuş idiopatik epilepsiya və epileptik sindromlar	генерализованная идиопатическая эпилепсия и эпилептические синдромы	med
Generalizə olunmuş peritonit	генерализованный перитонит	psy
Generalizə olunmuş pustulyoz psoriaz	генерализованный пустулезный псориаз	med
Generalizə olunmuş tulyaremiya	генерализованная туляремия	med
Generalizə olunmuş və dəqiqləşdirilməmiş ateroskleroz	генерализованный и неуточненный атеросклероз	med
Genital	генитальный	psy
Genital reaksiyanın çatışmamazlığı	недостаточность генитальной реакции	psy
Geotrixoz	геотрихоз	psy
Geçə köynəyinin alışması vəəriməsi nəticəsində zədələnmə	повреждение при воспламенении или расплавлении ночной пижамы (рубашки)	med
Gicgah payının bədxassəli yenitörəməsi	злокачественное новообразование височной доли	med
Gicgah-çənə oynağının xəstəlikləri	болезни височно-нижнечелюстного сустава	med
Gingivit və parodont xəstəlikləri	гингивит и болезни пародонта	med
Girdə bağın bədxassəli yenitörəməsi	злокачественное новообразование круглой связки матки	med
Giyen-Barre sindromu Kəskin (post-) infeksion polinevrit Miller Fişer sindromu	синдром гийена-барре	med
Gizli formalı erkən anadangəlmə sifilis	ранний врожденный сифилис скрытый	med
Gizli formalı gecikmiş anadangəlmə sifilis	поздний врожденный сифилис скрытый	med
Gizli pedaqoji qiymətləndirmə	скрытая педагогическая оценка	psy
Göbək ciyəsinin patoloji vəziyyəti ilə ağırlaşmış doğuşlar və dölazadetmə	роды и родоразрешение, осложнившиеся патологическим состоянием пуповины	med
Göbək yırtığı, keçməməzlik və ya qanqrena olmadan	пупочная грыжа без непроходимости или гангрены	med
Göbələyəbənzər mikoz	грибовидный микоз	psy
Görmə [2-ci] sinirinin və görmə yollarının digər xəstəlikləri	другие болезни зрительного [2-го] нерва и зрительных путей	med
Görmə pozğunluqları	расстройства зрения	med
Görmə sahəsinin defektləri	дефекты поля зрения	med
Görmə siniri diskinin digər xəstəlikləri	другие болезни диска зрительного нерва	med
Görmə siniri diskinin dəqiqləşdirilməmiş ödemi	отек диска зрительного нерва неуточненный	med
Görmə sinirinin bədxassəli yenitörəməsi	злокачественное новообразование зрительного нерва	med
Görmə sinirinin digər rubrikalarda təsnif olunmayan xəstəlikləri	болезни зрительного нерва, не классифицированные в других рубриках	med
Görmə sinirinin nevriti	неврит зрительного нерва	med
Görmə sinirinin və görmə yollarının xəstəlikləri	поражения зрительного [2-го] нерва и зрительных путей при болезнях, классифицированных в других рубриках	med
Görmə sinirləriçarpazının zədələnmələri	поражения перекреста зрительных нервов	med
Görmə yollarının digərşöbələrinin zədələnmələri	поражения других отделов зрительных путей	med
Görmənin digər pozğunluqları	другие расстройства зрения	med
Görmənin dəqiqləşdirilməmiş pozğunluğu	расстройство зрения неуточненное	med
Görünən süni və ultrabənövşəyişüalanmanın təsiri	воздействие искусственных видимых и ультрафиолетовых лучей	med
Gövdə dərisinin bədxassəli yenitörəməsi	другие злокачественные новообразования кожи туловища	med
Gövdə dərisinin in situ karsinoması	карцинома in situ кожи туловища	med
Gövdə dərisinin xoşxassəli yenitörəməsi	другие доброкачественные новообразования кожи туловища	med
Gövdənin birləşdirici və yumşaq toxumalarının	злокачественное новообразование соединительной и мягких тканей туловища неуточненной локализации	med
Gövdənin bədxassəli melanoması	злокачественная меланома туловища	med
Gövdənin dəqiqləşdirilməmiş hissəsinin birləşdirici və digər	доброкачественное новообразование соединительной и других мягких тканей туловища неуточненной части	med
Gövdənin dəqiqləşdirilməmiş periferik sinirlərinin bədxassəli	злокачественное новообразование периферических нервов туловища неуточненное	med
Gövdənin dəri və dərialtı piy toxumasının xoşxassəli	доброкачественное новообразование жировой ткани кожи и подкожной клетчатки туловища	med
Gövdənin fleqmonası Qarın divarının	флегмона туловища	med
Gövdənin in situ melanoması	меланома in situ туловища	med
Gövdənin kəskin limfadeniti	острый лимфаденит туловища	med
Gövdənin melanomayabənzər nevusu	меланоформный невус туловища	med
Gövdənin termiki və kimyəvi yanıqları	термические и химические ожоги туловища	med
Göz almasının degenerativ vəziyyəti	дегенеративные состояния глазного яблока	med
Göz almasının digər degenerativ xəstəlikləri	другие дегенеративные болезни глазного яблока	med
Göz almasının digər xəstəlikləri	другие болезни глазного яблока	med
Göz almasının dəqiqləşdirilməmiş xəstəliyi	болезнь глазного яблока неуточненная	med
Göz almasının xəstəlikləri	болезни глазного яблока	med
Göz ağrısı	глазная боль	med
Göz miazı	глазной миаз	med
Göz qapaqları bitişməsi də daxil olmaqla göz qapaqlarının in situ	меланома in situ века, включая спайку век	med
Göz qapağı dərisinin, göz qapaqları bitişməsi də daxil olmaqla	другие доброкачественные новообразования кожи века, включая спайку век	med
Göz qapağı dərisinin, göz qapaqları bitişməsi də daxil olmaqla	другие злокачественные новообразования кожи века, включая спайку век	med
Göz qapağı dərisinin, göz qapaqları bitişməsi də daxil olmaqla in	карцинома in situ кожи века, включая спайку век	med
Göz qapağının digər dəqiqləşdirilmiş iltihabları	другие воспаления века уточненные	med
Göz qapağının digər dəqiqləşdirilmiş xəstəlikləri	другие уточненные болезни века	med
Göz qapağının digər iltihabları	другие воспаления век	med
Göz qapağının digər rubrikalarda təsnif olunan başqa infeksion	поражения века при других инфекционных болезнях, классифицированных в других рубриках	med
Göz qapağının digər xəstəlikləri	другие болезни век	med
Göz qapağının dəqiqləşdirilməmiş iltihabı	воспаление века неуточненное	med
Göz qapağının dəqiqləşdirilməmiş xəstəliyi	болезнь века неуточненная	med
Göz qapağının ektropionu	эктропион века	med
Göz qapağının funksiyasını pozan digər xəstəliklər	другие болезни, нарушающие функцию века	med
Göz qapağının ksantelazması	ксантелазма века	med
Göz qapağının ptozu	птоз века	med
Göz qapağının qeyri-infeksion dermatozları	неинфекционные дерматозы века	med
Göz qapağının, göz qapaqları bitişməsi də daxil olmaqla	злокачественная меланома века, включая спайку век	med
Göz qapağının, göz qapaqları bitişməsi də daxil olmaqla	меланоформный невус века, включая спайку век	med
Göz qapağının, göz yaşı aparatının anadangəlmə anomaliyaları [inkişaf qüsurları]	врожденные аномалии [пороки развития] века, слезного аппарата и глазницы	med
Göz qapağının, göz yaşı yollarının və göz yuvasının xəstəlikləri	поражения слезного аппарата и глазницы при болезнях, классифицированных в других рубриках	med
Göz və onun əlavə aparatının xəstəlikləri	болезни глаза и его придаточного аппарата	psy
Göz və onunəlavə aparatı ilə məhdudlaşmış termiki və kimyəvi yanıqlar	термические и химические ожоги, ограниченные областью глаза и его придаточного аппарата	med
Göz və onunəlavə aparatının xoşxassəli yenitörəmələri	доброкачественное новообразование глаза и его придаточного аппарата	med
Göz və onunəlavə aparatının yuxarıda göstərilən bir və ya bir	злокачественное новообразование глаза и его придаточного аппарата, выходящее за пределы одной и более вышеуказанных локализаций	med
Göz yaşı aparatının digər xəstəlikləri	другие болезни слезного аппарата	med
Göz yaşı aparatının dəqiqləşdirilməmiş xəstəliyi	болезнь слезного аппарата неуточненная	med
Göz yaşı aparatının xəstəlikləri	болезни слезного аппарата	med
Göz yaşı axacaqlarının digər dəyişiklikləri	другие изменения слезных протоков	med
Göz yaşı axacaqlarının kəskin və dəqiqləşdirilməmiş iltihabı	острое и неуточненное воспаление слезных протоков	med
Göz yaşı axacaqlarının stenozu vəçatmamazlığı	стеноз и недостаточность слезных протоков	med
Göz yaşı axacaqlarının xroniki iltihabı	хроническое воспаление слезных протоков	med
Göz yaşı vəzisinin digər xəstəlikləri	другие болезни слезной железы	med
Göz yuvasının bədxassəli yenitörəməsi	злокачественное новообразование глазницы	med
Göz yuvasının deformasiyası	деформация глазницы	med
Göz yuvasının digər xəstəlikləri	другие болезни глазницы	med
Göz yuvasının dəlib-keçən yarası nəticəsində göz yuvasına	неудаленное давно попавшее в глазницу инородное тело вследствие проникающего ранения глазницы	med
Göz yuvasının dəqiqləşdirilməmiş hissəsinin xoşxassəli	доброкачественное новообразование глазницы неуточненной части	med
Göz yuvasının dəqiqləşdirilməmiş xəstəliyi	болезнь глазницы неуточненная	med
Göz yuvasının kəskin iltihabı	острое воспаление глазницы	med
Göz yuvasının xroniki iltihabi xəstəlikləri	хронические воспалительные болезни глазницы	med
Göz yuvasının xəstəlikləri	болезни глазницы	med
Gözlənilən normal fizioloji inkişafın olmaması	отсутствие ожидаемого нормального физиологического развития	med
Gözlərin müştərək hərəkətinin digər dəqiqləşdirilmiş	другие уточненные нарушения содружественного движения глаз	med
Gözlərin müştərək hərəkətinin digər pozğunluqları	другие нарушения содружественного движения глаз	med
Gözlərin məştərək hərəkətinin dəqiqləşdirilməmiş pozğunluğu	нарушение содружественного движения глаз неуточненное	med
Gözyaşı vəzisi və axacağının bədxassəli yenitörəməsi	злокачественное новообразование слезной железы и протока	med
Gözyaşı vəzisi və axacağının xoşxassəli yenitörəməsi	доброкачественное новообразование слезной железы и протока	med
Gözün arxa seqmentinin anadangəlmə anomaliyaları [inkişaf qüsurları]	врожденные аномалии [пороки развития] заднего сегмента глаза	med
Gözün damarlı qişasının degenerasiyası	дегенерация сосудистой оболочки глаза	med
Gözün damarlı qişasının irsi distrofiyası	наследственная дистрофия сосудистой оболочки глаза	med
Gözün digər anadangəlmə anomaliyaları [inkişaf qüsurları]	другие врожденные аномалии [пороки развития] глаза	med
Gözün digər xəstəlikləri nəticəsində ikincili qlaukoma	глаукома вторичная вследствие других болезней глаз	med
Gözün dəqiqləşdirilməmiş hissəsinin bədxassəli yenitörəməsi	злокачественное новообразование глаза неуточненной части	med
Gözün dəqiqləşdirilməmiş hissəsinin xoşxassəli	доброкачественное новообразование глаза неуточненной части	med
Gözün hipotoniyası	гипотония глаза	med
Gözün iltihabi xəstəlikləri nəticəsində ikincili qlaukoma	глаукома вторичная вследствие воспалительного заболевания глаза	med
Gözün in situ karsinoması	карцинома in situ глаза	med
Gözün qonokokk infeksiyası	гонококковая инфекция глаз	med
Gözün siderozu	сидероз глаза	psy
Gözün sistiserkozu	цистицеркоз глаза	med
Gözün və göz yuvasının travması	травма глаза и глазницы	med
Gözün və gözünəlavə aparatının digər xəstəlikləri	другие болезни глаза и его придаточного аппарата	med
Gözün və gözünəlavə aparatının tibbi proseduralardan sonra zədələnmələri	поражения глаза и его придаточного аппарата после медицинских процедур	med
Gözün və onunəlavə aparatının dəqiqləşdirilməmiş	нарушение глаза и его придаточного аппарата неуточненное	med
Gözün vəəlavə aparatının bədxassəli yenitörəməsi	злокачественное новообразование глаза и его придаточного аппарата	med
Gözün vəəlavə aparatının digər dəqiqləşdirilməmiş xəstəlikləri	другие неуточненные болезни глаза и его придаточного аппарата	med
Gözün xarici hissəsində yad cisim	инородное тело в наружной части глаза	med
Gözün ön seqmentinin anadangəlmə anomaliyaları [inkişaf qüsurları]	врожденные аномалии [пороки развития] переднего сегмента глаза	med
Gözətrafı nahiyənin və göz qapağının digər degenerativ	другие дегенеративные болезни века и окологлазной области	med
Güc mühərriki ilə təchiz edilmiş hava nəqliyyat vasitəsinin içərisində olanşəxsin travmasına səbəb	авария оснащенного силовым двигателем воздушного транспортного средства, ставшая причиной травмы находившегося на нем лица	med
